component	package	version	namespace	command	capability	ui_status	limitation	custom_changes	scope	cli_source	ui_source
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack dynamic action create	Создание: динамический action	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L116	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack dynamic action delete	Удаление: динамический action	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L117	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack dynamic action list	Список: динамический action	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L114	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack dynamic action show	Просмотр: динамический action	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L115	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack dynamic action update	Изменение: динамический action	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L118	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack event trigger create	Создание: событийный триггер	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L96	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack event trigger delete	Удаление: событийный триггер	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L97	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack event trigger list	Список: событийный триггер	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L94	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack event trigger show	Просмотр: событийный триггер	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L95	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack resource member create	Создание: доступ участника к ресурсу Mistral	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L103	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack resource member delete	Удаление: доступ участника к ресурсу Mistral	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L104	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack resource member list	Список: доступ участника к ресурсу Mistral	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L101	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack resource member show	Просмотр: доступ участника к ресурсу Mistral	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L102	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack resource member update	Изменение: доступ участника к ресурсу Mistral	no	Нет панели environments/event triggers/services/members/code sources/dynamic actions.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L105	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/dashboard.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack task execution list	Список: исполнение task	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L76	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/tasks/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack task execution published show	Просмотр: опубликованные переменные task	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L78	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/tasks/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack task execution rerun	Повторный запуск: исполнение task	no	Соответствующее самостоятельное действие/представление отсутствует.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L80	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/tasks/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack task execution result show	Просмотр: результат task	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L79	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/tasks/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack task execution show	Просмотр: исполнение task	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L77	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/tasks/tables.py#L1
mistral	python-mistralclient	5.4.0	openstack.workflow_engine.v2	openstack workbook create	Создание: workbook Mistral	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	P1	Основной	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L38	https://github.com/openstack/mistral-dashboard/blob/20.0.0/mistraldashboard/workbooks/tables.py#L1
